review,clean_review,tokens
this is a korean skincare toner with centrella i had to look up what that is  its a asian aquatic grass touted for moisturizing effects toner usually isnt a moisturizing skincare step  but this product is somewhat and its super gentle making it ideal for sensitive skin my skin loves the stuff i wouldnt hesitate to use this toner daily its unscented which is another plus it absolutely must be shaken up pretty well prior to dispensing it onto a cotton ball  the solution settles and you want it suspended so youre getting the good stuff with every application i cant find anything i dislike about this toner its much nicer than the alcohol based toner i used for years theres good reason why kbeauty products are renowned for their high quality and skin rejuvenating qualities theyre uniquely and amazingly formulated recommended unique high quality kbeauty skincare toner,korean skincare toner centrella look asian aquatic grass touted moisturizing effects toner usually isnt moisturizing skincare step product somewhat super gentle making ideal sensitive skin skin loves stuff wouldnt hesitate use toner daily unscented another plus absolutely must shaken pretty well prior dispensing onto cotton ball solution settles want suspended youre getting good stuff every application cant find anything dislike toner much nicer alcohol based toner used years theres good reason kbeauty products renowned high quality skin rejuvenating qualities theyre uniquely amazingly formulated recommended unique high quality kbeauty skincare toner,"['korean', 'skincare', 'toner', 'centrella', 'look', 'asian', 'aquatic', 'grass', 'touted', 'moisturizing', 'effects', 'toner', 'usually', 'isnt', 'moisturizing', 'skincare', 'step', 'product', 'somewhat', 'super', 'gentle', 'making', 'ideal', 'sensitive', 'skin', 'skin', 'loves', 'stuff', 'wouldnt', 'hesitate', 'use', 'toner', 'daily', 'unscented', 'another', 'plus', 'absolutely', 'must', 'shaken', 'pretty', 'well', 'prior', 'dispensing', 'onto', 'cotton', 'ball', 'solution', 'settles', 'want', 'suspended', 'youre', 'getting', 'good', 'stuff', 'every', 'application', 'cant', 'find', 'anything', 'dislike', 'toner', 'much', 'nicer', 'alcohol', 'based', 'toner', 'used', 'years', 'theres', 'good', 'reason', 'kbeauty', 'products', 'renowned', 'high', 'quality', 'skin', 'rejuvenating', 'qualities', 'theyre', 'uniquely', 'amazingly', 'formulated', 'recommended', 'unique', 'high', 'quality', 'kbeauty', 'skincare', 'toner']"
i have sensitive combination skin and always use a toner this toner is light mildly scented and was not sticky feeling  i did notice my skin looked a bit brighter after i started to use it as with all skincare products results arent immediate so youll have to give it some time though because i did notice a bit of brightening i will continue to use this it left my face comfortable and was nondrying a little goes a long way on a cotton pad light toner brightened skin,sensitive combination skin always use toner toner light mildly scented not sticky feeling notice skin looked bit brighter started use skincare products results arent immediate youll give time though notice bit brightening continue use left face comfortable nondrying little goes long way cotton pad light toner brightened skin,"['sensitive', 'combination', 'skin', 'always', 'use', 'toner', 'toner', 'light', 'mildly', 'scented', 'not', 'sticky', 'feeling', 'notice', 'skin', 'looked', 'bit', 'brighter', 'started', 'use', 'skincare', 'products', 'results', 'arent', 'immediate', 'youll', 'give', 'time', 'though', 'notice', 'bit', 'brightening', 'continue', 'use', 'left', 'face', 'comfortable', 'nondrying', 'little', 'goes', 'long', 'way', 'cotton', 'pad', 'light', 'toner', 'brightened', 'skin']"
no scent at all it is a bit thicker than other toners i have used and thats not a bad thing but the bottle it is in you will have to shake it to get some out as it is not squeezable so soothing especially after i have been mean to my face lolthis review is for purito seoul wonder releaf centella toner unscented korean centella for sensitive skin soothing facial toner for face kbeauty 200ml 676 floz very soothing and non irritating to my very sensitive face,no scent bit thicker toners used thats not bad thing bottle shake get not squeezable soothing especially mean face lolthis review purito seoul wonder releaf centella toner unscented korean centella sensitive skin soothing facial toner face kbeauty 200ml 676 floz soothing non irritating sensitive face,"['no', 'scent', 'bit', 'thicker', 'toners', 'used', 'thats', 'not', 'bad', 'thing', 'bottle', 'shake', 'get', 'not', 'squeezable', 'soothing', 'especially', 'mean', 'face', 'lolthis', 'review', 'purito', 'seoul', 'wonder', 'releaf', 'centella', 'toner', 'unscented', 'korean', 'centella', 'sensitive', 'skin', 'soothing', 'facial', 'toner', 'face', 'kbeauty', '200ml', '676', 'floz', 'soothing', 'non', 'irritating', 'sensitive', 'face']"
i use toner both morning and night as a base to my skin care routine to help balance the ph and products absorb better i found this one to be quite different than what i expected it was a little thicker almost gellike it did absorb well and did not take long to dry but i was surprised by the texture it also has a scent which to me was pleasant but unnecessary i didnt notice any instant affect but i dont have a lot of redness that im dealing with at the moment seems to work well and has a lot of good properties to it thicker and different as a toner than i expected,use toner morning night base skin care routine help balance ph products absorb better found one quite different expected little thicker almost gellike absorb well not take long dry surprised texture also scent pleasant unnecessary didnt notice instant affect dont lot redness im dealing moment seems work well lot good properties thicker different toner expected,"['use', 'toner', 'morning', 'night', 'base', 'skin', 'care', 'routine', 'help', 'balance', 'ph', 'products', 'absorb', 'better', 'found', 'one', 'quite', 'different', 'expected', 'little', 'thicker', 'almost', 'gellike', 'absorb', 'well', 'not', 'take', 'long', 'dry', 'surprised', 'texture', 'also', 'scent', 'pleasant', 'unnecessary', 'didnt', 'notice', 'instant', 'affect', 'dont', 'lot', 'redness', 'im', 'dealing', 'moment', 'seems', 'work', 'well', 'lot', 'good', 'properties', 'thicker', 'different', 'toner', 'expected']"
this toner is very gentle its a little thicker than the toners that im used to and so i find it leaves a little residue and stickiness at first i think it smells refreshing and clean but not in an overpowering wayi had no sensitivity issues and it seems to calm down some redness i was experiencing ,toner gentle little thicker toners im used find leaves little residue stickiness first think smells refreshing clean not overpowering wayi no sensitivity issues seems calm redness experiencing,"['toner', 'gentle', 'little', 'thicker', 'toners', 'im', 'used', 'find', 'leaves', 'little', 'residue', 'stickiness', 'first', 'think', 'smells', 'refreshing', 'clean', 'not', 'overpowering', 'wayi', 'no', 'sensitivity', 'issues', 'seems', 'calm', 'redness', 'experiencing']"
super gentle and replenishing toner not a bad ingredient list for me personally hopefully i see some good results over time i like it so far,super gentle replenishing toner not bad ingredient list personally hopefully see good results time like far,"['super', 'gentle', 'replenishing', 'toner', 'not', 'bad', 'ingredient', 'list', 'personally', 'hopefully', 'see', 'good', 'results', 'time', 'like', 'far']"
thicker than expected but i dont dislike it  it feels very nice on my skin  moisturizes somewhat but does feel ok on my face  no breakouts or irritation ,thicker expected dont dislike feels nice skin moisturizes somewhat feel ok face no breakouts irritation,"['thicker', 'expected', 'dont', 'dislike', 'feels', 'nice', 'skin', 'moisturizes', 'somewhat', 'feel', 'ok', 'face', 'no', 'breakouts', 'irritation']"
this toner is a joy to use and your skin will thank you for it  i found it does seem to calm the skin well reducing any itching or redness while providing a small amount of moisture  it dispenses mess free and without wasting any with a small hole cap on the bottle  the toner is clear with a very lightweight almost waterygel texture that stays where you want it and spreads evenly  it has a very subtle sweet refreshing herbal scent calms skin nicely  light scent  dispenses and applies easily,toner joy use skin thank found seem calm skin well reducing itching redness providing small amount moisture dispenses mess free without wasting small hole cap bottle toner clear lightweight almost waterygel texture stays want spreads evenly subtle sweet refreshing herbal scent calms skin nicely light scent dispenses applies easily,"['toner', 'joy', 'use', 'skin', 'thank', 'found', 'seem', 'calm', 'skin', 'well', 'reducing', 'itching', 'redness', 'providing', 'small', 'amount', 'moisture', 'dispenses', 'mess', 'free', 'without', 'wasting', 'small', 'hole', 'cap', 'bottle', 'toner', 'clear', 'lightweight', 'almost', 'waterygel', 'texture', 'stays', 'want', 'spreads', 'evenly', 'subtle', 'sweet', 'refreshing', 'herbal', 'scent', 'calms', 'skin', 'nicely', 'light', 'scent', 'dispenses', 'applies', 'easily']"
i loved this toner it doesnt sting the eyes it doesnt smell obnoxious its moisturizing with out the whole in your face smell which i lovvvved ,loved toner doesnt sting eyes doesnt smell obnoxious moisturizing whole face smell lovvvved,"['loved', 'toner', 'doesnt', 'sting', 'eyes', 'doesnt', 'smell', 'obnoxious', 'moisturizing', 'whole', 'face', 'smell', 'lovvvved']"
most toners ive tried have a similar consistency in the liquid wet like water this one seems unique in that it applies almost oily but isnt actually oilyit comes out in tiny droplets and applies onto your skin like the consistency of oily products making it easier to apply than watery products id normally be wary of this because that tends to lead to residue left on the skin or slow absorption however it dried almost immediately and left zero residue no oily feeling no stickinessit also is virtually scentless unless you are directly sniffing the product from the bottle i prefer scentless products so this is a big plus for me i also have sensitive skin and notice zero redness or itchiness after using this producti think i may have found a new favorite toner fast absorption easy application scentless no residue and no sensitivity issues ,toners ive tried similar consistency liquid wet like water one seems unique applies almost oily isnt actually oilyit comes tiny droplets applies onto skin like consistency oily products making easier apply watery products id normally wary tends lead residue left skin slow absorption however dried almost immediately left zero residue no oily feeling no stickinessit also virtually scentless unless directly sniffing product bottle prefer scentless products big plus also sensitive skin notice zero redness itchiness using producti think may found new favorite toner fast absorption easy application scentless no residue no sensitivity issues,"['toners', 'ive', 'tried', 'similar', 'consistency', 'liquid', 'wet', 'like', 'water', 'one', 'seems', 'unique', 'applies', 'almost', 'oily', 'isnt', 'actually', 'oilyit', 'comes', 'tiny', 'droplets', 'applies', 'onto', 'skin', 'like', 'consistency', 'oily', 'products', 'making', 'easier', 'apply', 'watery', 'products', 'id', 'normally', 'wary', 'tends', 'lead', 'residue', 'left', 'skin', 'slow', 'absorption', 'however', 'dried', 'almost', 'immediately', 'left', 'zero', 'residue', 'no', 'oily', 'feeling', 'no', 'stickinessit', 'also', 'virtually', 'scentless', 'unless', 'directly', 'sniffing', 'product', 'bottle', 'prefer', 'scentless', 'products', 'big', 'plus', 'also', 'sensitive', 'skin', 'notice', 'zero', 'redness', 'itchiness', 'using', 'producti', 'think', 'may', 'found', 'new', 'favorite', 'toner', 'fast', 'absorption', 'easy', 'application', 'scentless', 'no', 'residue', 'no', 'sensitivity', 'issues']"
